Geneid,MM13,MM14,MM15,MM16,MM17,MM18,MM19,MM20,MM21
nbis-gene-1977,724,620,523,1320,978,1169,1157,1370,1283
nbis-gene-1978,11615,11284,10282,15810,13266,14960,6737,10982,11817
nbis-gene-1979,333,266,244,396,388,455,578,557,468
nbis-gene-1980,1588,1462,1311,1233,933,1079,1061,1310,1167
nbis-gene-1981,54089,43693,35153,57532,42303,51337,35793,40564,38005
nbis-gene-1982,41549,32041,26307,48336,34644,44060,31224,36608,33223
nbis-gene-1983,18001,14225,11836,22120,16612,21114,18299,20428,18504
nbis-gene-1984,3101,2459,1971,3909,3026,3401,3789,4062,3240
nbis-gene-1985,20092,17160,14277,21320,16907,18046,16263,18180,17329
nbis-gene-1986,28159,21974,17770,34623,25300,30656,16724,22442,23170
nbis-gene-1987,8277,7923,5719,5650,4580,4497,2927,4170,4069
nbis-gene-1988,2218,1670,1405,1499,1142,1358,615,964,982
nbis-gene-1989,5388,4182,3274,4481,3179,3827,2108,2756,2596
nbis-gene-1990,11240,9160,7290,8705,5984,7519,4796,5575,5697
nbis-gene-1991,4954,4247,3039,3440,2467,2879,2425,2786,2620
nbis-gene-1992,8702,7589,5909,6833,4530,6211,6725,7038,6578
nbis-gene-1993,22,11,25,18,21,19,21,36,19
nbis-gene-1994,132,107,93,199,120,204,147,148,156
nbis-gene-1995,920,861,608,2125,1706,1596,2630,2389,1983
nbis-gene-1996,85188,72545,60377,89529,71785,60731,23727,40456,45016
nbis-gene-1997,65,42,70,40,35,47,24,40,33
nbis-gene-1998,336,247,198,208,168,216,96,159,113
nbis-gene-1999,22074,13946,14015,9658,6933,7520,4573,5800,6517
nbis-gene-2000,16333,12161,11793,6477,5084,4660,3090,4130,4402
nbis-gene-2001,5086,3532,3195,1798,1648,912,899,1009,1103
nbis-gene-2002,1433,1161,1032,718,519,624,1211,912,738
nbis-gene-2003,151,90,80,81,67,63,540,346,203
nbis-gene-2004,1016,717,693,889,555,672,6538,3456,2631
nbis-gene-2005,285,253,211,327,237,303,2895,1792,1366
nbis-gene-2006,1482,1219,965,9295,9026,7665,18542,19651,15236
nbis-gene-2007,821,607,567,1982,1403,1716,3622,3538,2882
nbis-gene-2008,1504,1235,1127,4658,3712,4158,2319,2907,2697
nbis-gene-2009,369,292,248,1004,808,1078,777,903,788
nbis-gene-2010,1845,1526,1230,4377,2995,3695,4853,4734,4490
nbis-gene-2011,3099,2659,2112,3951,3083,3629,2330,2668,2719
nbis-gene-2012,30311,23187,18868,10626,8010,8845,6978,7050,7288
nbis-gene-2013,1667,1460,1033,3103,2528,2519,3170,3069,2819
nbis-gene-2014,586,558,461,693,499,673,533,536,523
nbis-gene-2015,2162,1931,1931,2765,2049,2657,3726,4373,3862
nbis-gene-2016,1352,1043,793,1845,1108,1648,4027,4653,4211
nbis-gene-2017,2109,2057,1532,5277,5054,4937,2984,4226,4054
nbis-gene-2018,42,22,19,186,116,170,532,472,321
nbis-gene-2019,94,90,67,461,317,385,1432,1225,882
nbis-gene-2020,426,329,286,1433,882,1193,3597,3336,2483
nbis-gene-2021,205,146,126,394,272,421,900,858,681
nbis-gene-2022,106,105,104,219,188,223,412,443,369
nbis-gene-2023,360,298,278,454,403,489,920,1003,787
nbis-gene-2024,498,396,268,1284,1101,1169,5583,4791,4387
nbis-gene-2025,223,149,151,639,572,450,2590,2255,1854
nbis-gene-2026,929,623,580,2365,2076,2066,10271,8477,6684
nbis-gene-2027,718,552,448,1770,1424,1611,8327,6668,4925
nbis-gene-2028,423,270,171,947,730,869,4504,3765,2668
nbis-gene-2029,358,265,239,922,766,847,4429,3436,2506
nbis-gene-2030,563,415,328,1438,1115,1339,6810,5237,3893
nbis-gene-2031,432,304,268,1107,769,915,5011,3805,2613
nbis-gene-2032,600,424,379,1455,1069,1260,8444,5986,4356
nbis-gene-2033,1650,1171,1196,2943,2166,2404,17064,18011,18341
nbis-gene-2034,426,237,267,430,357,266,462,537,527
nbis-gene-2035,100,84,58,174,113,156,256,229,211
nbis-gene-2036,10,4,9,15,9,6,41,21,18
nbis-gene-2037,41,33,25,100,97,49,230,96,150
nbis-gene-2038,4758,3252,2406,8877,8208,4760,5197,6035,6168
nbis-gene-2039,49,32,22,43,28,40,10,20,25
nbis-gene-2040,149,114,103,241,93,201,75,89,82
nbis-gene-2041,216,170,141,242,205,257,156,171,155
nbis-gene-2042,176,200,128,193,201,177,183,202,164
nbis-gene-2043,215,195,118,261,180,207,138,212,149
nbis-gene-2044,1290,896,721,2881,1915,2631,1912,1876,1790
nbis-gene-2045,3590,3109,2699,9895,7034,8794,13232,13364,11866
nbis-gene-2046,742,527,471,993,755,909,445,582,586
nbis-gene-2047,385,327,219,640,426,352,299,318,312
nbis-gene-2048,639,641,504,1643,1020,1296,765,910,890
nbis-gene-2049,9183,7074,6286,11106,7774,10305,5158,6129,5388
nbis-gene-2050,272,229,158,272,192,257,116,173,165
nbis-gene-2051,337,284,245,350,232,306,186,188,212
nbis-gene-2052,359,339,224,425,264,373,207,263,218
nbis-gene-2053,198,178,173,272,170,190,151,189,164
nbis-gene-2054,2552,2076,1596,4344,3459,4114,5014,5032,4390
nbis-gene-2055,486,317,259,784,581,633,683,786,782
nbis-gene-2056,4042,2956,2395,7001,5334,6463,5398,6398,6238
nbis-gene-2057,5113,4259,3487,9312,7266,8607,8277,9140,8718
nbis-gene-2058,2014,1729,1409,3286,2480,3128,3121,3366,3130
nbis-gene-2059,12385,9703,9211,14284,10146,13227,15895,17056,15212
nbis-gene-2060,25078,19735,20070,38374,29874,39395,38581,47287,45242
nbis-gene-2061,25862,20734,18473,21745,14973,20414,12846,15672,15482
nbis-gene-2062,986,691,612,1140,730,1124,811,1066,883
nbis-gene-2063,1267,1111,1117,1701,1051,1716,1271,1672,1593
nbis-gene-2064,635,497,514,580,490,466,544,752,837
nbis-gene-2065,1106,735,707,1521,1200,1461,707,890,834
nbis-gene-2066,3520,2856,2580,14362,13260,12508,16086,15374,13111
nbis-gene-2067,4527,3320,3528,1095,767,823,1109,976,879
nbis-gene-2068,60,58,42,61,51,56,95,73,63
nbis-gene-2069,86,87,54,208,126,146,179,279,273
nbis-gene-2070,88,58,35,233,191,197,272,262,302
nbis-gene-2071,282,186,171,593,481,589,643,745,793
nbis-gene-2072,2628,2448,2278,2510,1821,2564,2191,2955,3010
nbis-gene-2073,1520,1374,1142,1430,1022,1067,1048,1646,1590
nbis-gene-2074,34295,27545,23128,29637,18929,26661,7250,8418,8889
nbis-gene-2075,883,717,644,836,665,849,1027,986,872
nbis-gene-2076,3959,3198,2885,3735,2603,3279,3760,3942,3807
nbis-gene-2077,3964,3332,2368,4020,3050,3281,3925,4827,4031
nbis-gene-2078,563,432,317,355,229,278,818,497,360
nbis-gene-2079,1161,890,779,1636,1154,1665,1013,1738,1609
nbis-gene-2080,3337,2524,2310,4163,3483,3675,2715,4121,3871
nbis-gene-2081,5456,3861,3866,7240,5064,6447,4752,7110,7054
nbis-gene-2082,681,512,461,804,547,749,346,457,454
nbis-gene-2083,2305,1877,1666,2441,1917,2302,2012,2246,2100
nbis-gene-2084,924,781,524,1189,791,936,1610,1603,1384
nbis-gene-2085,2885,2302,1938,3128,2290,2850,2869,3104,2659
nbis-gene-2086,2151,1989,1676,2387,1470,2348,3154,2908,2586
nbis-gene-2087,865,691,663,736,493,613,323,360,291
nbis-gene-2088,949,840,626,2397,1854,2281,595,991,1132
nbis-gene-2089,293,236,196,964,656,746,232,381,411
nbis-gene-2090,20592,15326,13088,10119,6900,8499,1234,1580,1494
nbis-gene-2091,6655,5991,5143,6369,4931,6435,2506,2948,2971
nbis-gene-2092,37737,27039,23299,49842,35693,45553,6068,6381,5977
nbis-gene-2093,47054,35604,30161,44470,30122,41884,4505,5037,4655
nbis-gene-2094,549,395,304,362,313,368,189,227,252
nbis-gene-2095,1507,1342,1086,3601,3160,3731,4873,4614,4380
nbis-gene-2096,11272,9370,7363,29136,21256,27530,35551,36226,35617
nbis-gene-2097,118281,101707,79037,84112,63762,74567,42591,55125,56209
nbis-gene-2098,29875,28119,29454,53451,43437,54312,48891,63830,63171
nbis-gene-2099,204,182,172,1055,1073,698,1851,2034,1967
nbis-gene-2100,283,173,139,3976,3019,3980,5388,5438,4913
nbis-gene-2101,3796,3322,2708,10652,8218,10205,17698,16997,15254
nbis-gene-2102,1836,1493,1335,5962,4605,6136,5340,6210,5853
nbis-gene-2103,1136,880,718,1507,1050,1304,1262,1289,1194
nbis-gene-2104,5701,4490,3734,5725,3742,5287,3893,4208,4355
nbis-gene-2105,3168,2554,2107,3875,2686,3571,3282,3505,3114
nbis-gene-2106,4075,3263,2672,4975,3185,4960,4481,4336,3782
nbis-gene-2107,1657,1333,1055,1827,1236,1567,1965,1896,1697
nbis-gene-2108,189,99,112,163,108,148,32,54,74
nbis-gene-2109,1155,915,745,1433,867,1260,567,649,667
nbis-gene-2110,531,328,327,707,502,657,238,380,356
nbis-gene-2111,13114,13564,9971,11628,9999,10052,7397,8672,8292
nbis-gene-2112,667,625,519,455,470,416,202,223,289
nbis-gene-2113,3020,2749,2057,4473,3362,3818,2527,3152,3192
nbis-gene-2114,7540,6595,5447,12413,8349,11150,3308,5985,7104
nbis-gene-2115,1074,857,672,6385,4888,5767,5218,5190,5271
nbis-gene-2116,252,229,178,277,182,209,74,158,125
nbis-gene-2117,556,519,382,546,394,450,208,266,296
nbis-gene-2118,278,170,164,248,184,176,97,128,131
nbis-gene-2119,563,326,372,288,181,288,124,169,185
nbis-gene-2120,565,458,427,508,325,507,176,259,342
nbis-gene-2121,751,566,437,685,445,638,319,427,455
nbis-gene-2122,1828,1573,1293,4242,3036,3841,6485,5787,4792
nbis-gene-2123,1965,1494,1285,2516,1816,2399,3431,3623,2712
nbis-gene-2124,713,568,540,794,528,664,1350,1095,990
nbis-gene-2125,908,772,561,1102,793,1093,1756,1724,1481
nbis-gene-2126,601,383,373,613,440,626,1146,1118,1024
nbis-gene-2127,1521,1241,1131,1704,1246,1550,3074,3154,2823
nbis-gene-2128,1346,1030,1047,1391,1031,1390,2718,2853,2318
nbis-gene-2129,273,202,145,334,234,260,467,515,389
nbis-gene-2130,1608,1261,1232,1710,1397,1897,2513,2979,2465
nbis-gene-2131,1211,1234,1016,807,744,898,632,837,726
nbis-gene-2132,505,410,286,1058,874,1098,2920,2592,2146
nbis-gene-2133,100519,101543,87599,12213,6800,11952,4825,5003,4061
nbis-gene-2134,1310,965,656,206,126,93,115,69,119
nbis-gene-2135,5933,4569,3904,4793,3414,3956,1961,2704,3215
nbis-gene-2136,9095,7061,6369,7457,5653,6373,3778,5536,5879
nbis-gene-2137,25755,22234,17590,1375,848,1445,279,390,436
nbis-gene-2138,431,370,286,1100,1087,917,1237,1373,1418
nbis-gene-2139,3705,2641,2316,12436,9809,11462,8628,10053,9766
nbis-gene-2140,3412,2551,2141,13065,10353,12620,8082,9576,9461
nbis-gene-2141,1757,1352,1114,6305,5242,5501,3808,4811,4549
nbis-gene-2142,5055,4333,3324,16967,13215,15499,10605,11485,11528
nbis-gene-2143,1742,1260,1126,4903,3590,4792,3504,4395,4321
nbis-gene-2144,1313,981,785,3144,2155,2819,2126,2901,2582
nbis-gene-2145,971,863,661,1885,1348,1576,1843,1838,1824
nbis-gene-2146,4946,3973,3330,11913,8669,10877,9534,11591,11369
nbis-gene-2147,1927,1668,1188,19706,15494,16233,29862,37934,33252
nbis-gene-2148,928,722,648,1751,1128,1530,1742,2199,2227
nbis-gene-2149,2615,2055,1523,6680,5366,5584,22754,24126,23730
nbis-gene-2150,2009,1717,1654,757,516,752,1845,1828,1858
nbis-gene-2151,260,224,205,398,256,312,8068,5228,4179
nbis-gene-2152,54,64,35,38,26,39,34,16,41
nbis-gene-2153,926,605,545,1799,1371,1678,723,1012,898
nbis-gene-2154,53,33,33,189,142,215,111,140,174
nbis-gene-2155,8605,7103,5520,142398,109767,138317,76684,102185,101317
nbis-gene-2156,4720,3577,3181,6613,4901,6187,5716,6462,6249
nbis-gene-2157,19947,17602,13620,22484,17115,20015,20193,23137,21865
nbis-gene-2158,10394,8751,7132,9424,7040,8859,5632,6976,7446
nbis-gene-2159,3549,4074,3143,511,304,492,441,514,348
nbis-gene-2160,56571,56159,38067,52099,43016,42067,42382,45748,44164
nbis-gene-2161,3455,2763,2387,4716,3380,3795,2782,3404,3560
nbis-gene-2162,68,55,54,132,93,136,62,92,57
nbis-gene-2163,3666,3099,2243,18835,14214,18847,11649,14637,14380
nbis-gene-2164,8347,6772,5390,46100,36916,41687,26142,34003,33230
nbis-gene-2165,11381,9369,7590,7706,5764,6568,15311,16757,15950
nbis-gene-2166,1029,718,599,2636,1845,2374,3042,2879,2772
nbis-gene-2167,762,585,470,1808,1321,1411,2260,1964,1759
nbis-gene-2168,9225,7445,5695,16252,10789,15467,15683,15606,14622
nbis-gene-2169,2842,2222,1974,3353,2111,3080,1546,1920,1806
nbis-gene-2170,448,431,284,414,264,361,361,330,235
nbis-gene-2171,1263,974,797,1055,793,885,337,574,620
nbis-gene-2172,613,410,336,548,326,435,220,321,372
nbis-gene-2173,3006,2636,2215,3053,1963,2711,1430,1758,1729
nbis-gene-2174,215,215,151,206,121,198,103,110,112
nbis-gene-2175,3424,3692,3556,2872,2094,2930,1113,1523,1595
nbis-gene-2176,7509,6258,6068,11841,8242,10041,14137,14995,13625
nbis-gene-2177,203,159,178,272,162,149,180,232,180
nbis-gene-2178,161,102,87,62,125,29,52,63,64
nbis-gene-2179,771,607,559,394,334,310,334,436,412
nbis-gene-2180,1497,1299,972,4568,3321,4080,4205,4490,3927
nbis-gene-2181,3636,3024,2463,3341,2492,3277,1500,2067,2129
nbis-gene-2182,2003,1519,1528,2572,1660,2597,2255,2469,2418
nbis-gene-2183,506,468,318,1376,1194,1223,2346,1972,1788
nbis-gene-2184,512,476,387,579,397,442,880,840,689
nbis-gene-2185,311,257,158,228,184,222,365,315,310
nbis-gene-2186,720,599,450,625,435,623,557,695,594
nbis-gene-2187,5202,4267,3636,4884,3484,4698,3424,4604,4558
nbis-gene-2188,2665,1957,1802,5636,4555,4878,21161,26339,24924
nbis-gene-2189,1799,1476,1360,1156,996,777,1365,1537,1498
nbis-gene-2190,1341,1164,1075,906,700,897,988,1192,1089
nbis-gene-2191,5980,4795,4180,9934,8345,8167,11982,12304,11433
nbis-gene-2192,5054,4120,3122,3277,2373,2521,8155,8744,8755
nbis-gene-2193,89,49,40,70,70,36,52,58,78
nbis-gene-2194,3971,3419,2631,3869,2938,2851,2083,2508,2552
nbis-gene-2195,2662,2291,1725,8071,7348,6027,19052,13924,13041
nbis-gene-2196,4492,3431,2831,9565,7397,8869,17398,19249,16849
nbis-gene-2197,5203,4079,3624,10819,8264,9912,20858,24462,19857
nbis-gene-2198,601,377,324,750,670,541,2152,2612,3019
nbis-gene-2199,1821,1237,1136,3317,2778,2789,5015,7332,7736
nbis-gene-2200,1271,1010,819,4714,4069,4199,6546,7948,8426
nbis-gene-2201,1232,1034,778,658,487,692,733,784,650
nbis-gene-2202,2754,2239,1825,1578,957,1444,1096,1257,1254
nbis-gene-2203,6309,5015,4505,2832,2024,2635,1610,2029,2187
nbis-gene-2204,931,641,516,863,634,681,433,523,467
nbis-gene-2205,107,75,101,125,73,93,34,54,43
nbis-gene-2206,472,359,314,582,427,461,260,322,301
nbis-gene-2207,1914,1559,1318,2066,1552,1881,1351,1847,1610
nbis-gene-2208,5549,4202,3679,4912,3388,3802,3729,4635,4622
nbis-gene-2209,3342,2406,1866,3946,2739,3038,2586,2632,2768
nbis-gene-2210,13264,10596,8700,13161,9696,9679,14149,14303,13675
nbis-gene-2211,688,513,506,615,462,565,728,750,742
nbis-gene-2212,1211,952,827,1564,1217,1401,1947,1837,1829
nbis-gene-2213,480,376,256,661,487,572,748,795,790
nbis-gene-2214,516,388,382,871,549,759,954,1102,1011
nbis-gene-2215,1227,903,731,1797,1465,1529,1876,2318,2110
nbis-gene-2216,185,125,104,248,203,254,285,310,265
nbis-gene-2217,6058,7216,4816,25219,21352,26981,8273,13651,14196
nbis-gene-2218,9602,8866,7151,10979,8906,10332,15144,16117,14202
nbis-gene-2219,10832,8272,6302,15848,10523,14509,13891,14408,14273
nbis-gene-2220,5634,4062,3132,7324,4836,6746,6233,7236,7217
nbis-gene-2221,867,587,572,775,590,612,582,721,707
nbis-gene-2222,973,796,685,993,802,966,790,925,930
nbis-gene-2223,3822,3072,2314,7562,6758,5882,20608,17460,14603
nbis-gene-2224,3410,2855,2365,4366,3382,3834,4864,4710,4283
nbis-gene-2225,390,290,291,662,353,483,358,328,321
nbis-gene-2226,439,353,322,685,454,531,485,473,522
nbis-gene-2227,31,24,14,39,26,9,22,24,22
nbis-gene-2228,790,557,552,129,89,143,57,89,90
nbis-gene-2229,465,363,280,83,70,68,33,45,44
nbis-gene-2230,968,687,597,118,87,107,52,43,45
nbis-gene-2231,3940,3014,2542,1260,982,1213,594,830,773
nbis-gene-2232,1224,919,809,397,257,355,206,269,253
nbis-gene-2233,1116,794,711,254,190,252,72,111,99
nbis-gene-2234,756,597,507,184,122,153,55,103,71
nbis-gene-2235,1332,1024,945,338,231,377,118,134,181
nbis-gene-2236,2299,1714,1561,1440,1115,1291,680,884,860
nbis-gene-2237,1486,1115,1093,2291,1727,2097,2028,2619,2613
nbis-gene-2238,5776,4471,3626,9020,6323,8047,5964,6934,6696
nbis-gene-2239,6644,5501,4607,4550,4324,3879,4132,4590,4332
nbis-gene-2240,1218,1095,987,1094,825,935,1109,1289,1108
nbis-gene-2241,2963,2448,2071,2479,1902,2200,2286,2786,2345
nbis-gene-2242,6191,4872,3926,9362,6582,8400,6570,7335,6851
nbis-gene-2243,1779,1238,999,3454,2636,3118,2695,2476,2881
nbis-gene-2244,3250,2774,2503,11108,9297,10708,9654,11837,11279
nbis-gene-2245,2749,2437,2046,2353,1690,1874,1262,1606,1600
nbis-gene-2246,2356,2165,1744,6034,4329,6253,5805,6309,5317
nbis-gene-2247,6580,5642,4950,4942,3280,4416,4109,4638,4540
nbis-gene-2248,7724,6861,5826,8928,7183,9014,11148,11133,9955
nbis-gene-2249,2070,1660,1357,2691,2012,2517,1882,2090,1872
nbis-gene-2250,900,774,556,1329,936,1376,1052,1250,1072
nbis-gene-2251,1656,1241,953,2406,1647,2277,2214,2338,1941
nbis-gene-2252,2511,1967,1668,3697,2753,4053,4320,4984,3835
nbis-gene-2253,13862,10964,8903,17343,11464,15491,9322,10293,9370
nbis-gene-2254,5256,4541,3907,4906,3503,4631,3845,3964,3319
nbis-gene-2255,6439,6038,4960,6017,4231,5610,8838,8773,8033
nbis-gene-2256,2994,2580,1933,4663,3350,4143,5011,5370,4903
nbis-gene-2257,3852,3309,2816,3317,2605,3162,3287,3449,3142
nbis-gene-2258,6525,5363,4986,6684,4898,5733,5108,6254,6430
nbis-gene-2259,924,782,589,1445,1099,1301,2148,2932,3035
nbis-gene-2260,444,352,347,908,611,823,892,1057,939
nbis-gene-2261,4489,4130,3633,13770,9648,14682,17414,18459,16155
nbis-gene-2262,607,457,373,498,325,419,266,339,417
nbis-gene-2263,9196,7415,6055,5643,4053,4830,4000,4513,4151
nbis-gene-2264,11298,8634,6982,17510,11937,16193,25698,29702,25438
nbis-gene-2265,7687,5763,5042,10907,7656,9902,10124,12194,10273
nbis-gene-2266,563,532,499,1226,1030,1132,2141,2122,1795
nbis-gene-2267,21,18,17,35,33,25,25,28,40
nbis-gene-2268,33,46,35,76,71,92,72,96,90
nbis-gene-2269,190,145,133,245,151,168,228,235,261
nbis-gene-2270,101,91,59,125,62,120,44,49,90
nbis-gene-2271,265,247,190,308,240,352,104,137,139
nbis-gene-2272,217,157,145,269,209,267,171,216,211
nbis-gene-2273,284,268,183,374,272,291,248,234,205
nbis-gene-2274,151,122,105,173,126,187,124,150,106
nbis-gene-2275,70,69,65,105,71,97,55,57,76
nbis-gene-2276,221,183,182,253,170,262,305,315,280
nbis-gene-2277,236,152,128,124,106,177,173,195,156
nbis-gene-2278,122,73,82,205,120,166,160,266,252
nbis-gene-2279,1739,1511,1491,478,410,402,1705,1726,1281
nbis-gene-2280,956,805,796,1462,1011,1196,1191,1360,1248
nbis-gene-2281,2426,2125,2113,12198,9338,10417,7083,8947,8573
nbis-gene-2282,3152,2479,1717,512,366,273,170,144,187
nbis-gene-2283,10919,8746,7051,10117,7332,9382,7614,8617,7513
nbis-gene-2284,5827,4379,3620,13000,9488,11243,11293,13651,13222
nbis-gene-2285,7450,5527,4866,16169,11576,14160,14298,16526,15731
nbis-gene-2286,8842,6837,6179,19942,13234,18204,20010,20478,19895
nbis-gene-2287,4049,3845,3532,2585,2088,2222,1700,2093,2021
nbis-gene-2288,719,635,536,454,417,427,511,492,451
nbis-gene-2289,1985,1963,1739,1210,978,1152,1559,1748,1436
nbis-gene-2290,1406,1177,846,1499,1208,1534,1369,1765,1498
nbis-gene-2291,412,452,283,509,451,401,480,575,461
nbis-gene-2292,9293,8153,7594,2103,1423,1834,1912,1964,1941
nbis-gene-2293,1461,1144,1031,714,662,781,411,561,515
nbis-gene-2294,113,70,56,58,70,21,16,23,40
nbis-gene-2295,3644,3036,2674,2324,1787,2024,1040,1413,1464
nbis-gene-2296,802,618,487,1626,1016,1572,1214,1465,1489
nbis-gene-2297,787,687,531,2245,1871,2087,558,1033,1023
nbis-gene-2298,751,646,451,8466,7248,7666,1649,3311,3989
nbis-gene-2299,31,43,36,1487,1144,1164,208,578,662
nbis-gene-2300,691,481,466,16802,12981,15587,2703,6161,8189
nbis-gene-2301,3372,2635,2338,38586,33086,36455,11143,20008,22131
nbis-gene-2302,1170,604,743,33897,26884,30334,6793,13446,17319
nbis-gene-2303,166,77,108,5576,4427,3686,829,1849,2472
nbis-gene-2304,896,689,627,8102,6392,6467,1847,3590,3939
nbis-gene-2305,1860,1425,1062,12108,9224,9642,3418,5315,6038
nbis-gene-2306,3598,2647,2232,25940,18798,24553,5901,11044,13379
nbis-gene-2307,2010,1687,1471,12078,9556,10219,2648,4774,5834
nbis-gene-2308,327,294,227,330,274,232,188,299,281
nbis-gene-2309,13,5,8,19,16,8,7,12,7
nbis-gene-2310,129,90,79,172,108,139,62,122,97
nbis-gene-2311,86,61,69,95,70,87,37,53,50
nbis-gene-2312,1509,1245,1188,32837,28092,30973,5926,13901,16439
nbis-gene-2313,3614,2959,2324,2986,2301,2846,3363,4291,3307
nbis-gene-2314,21282,16235,14563,7361,6440,6909,7254,8728,7405
nbis-gene-2315,2773,2183,1786,2554,1979,1811,885,1273,1402
nbis-gene-2316,44211,37670,32794,26226,18875,23774,16205,21398,21862
nbis-gene-2317,3794,2901,2504,2320,1927,1873,2131,2411,2054
nbis-gene-2318,7233,5828,4785,21020,17788,19238,37883,37288,30526
nbis-gene-2319,5750,4348,4266,5231,4376,4643,4908,8517,8237
nbis-gene-2320,1756,1374,1102,2056,1641,1693,2240,3367,3624
nbis-gene-2321,5333,4262,4003,5996,5058,4954,21073,25346,23295
nbis-gene-2322,6139,4697,4164,6609,5212,5352,3867,5704,5690
nbis-gene-2323,4079,3348,3179,3652,2877,3232,2190,3115,3351
nbis-gene-2324,904,722,662,657,403,519,529,754,712
nbis-gene-2325,1470,1290,1038,1267,1054,1237,1068,1382,1109
nbis-gene-2326,1794,1475,1292,3840,2606,3320,2401,2662,2655
nbis-gene-2327,722,684,507,1367,981,1282,1206,1214,1158
nbis-gene-2328,8178,6941,5787,11391,7766,11259,6653,9412,9740
nbis-gene-2329,472,358,250,851,699,687,701,951,897
nbis-gene-2330,26025,21799,20239,44995,45517,49300,55657,62506,56015
nbis-gene-2331,5281,4089,3509,9063,6036,7804,5465,6535,6893
nbis-gene-2332,8145,8394,6309,55547,54443,50169,53081,75495,78058
nbis-gene-2333,7064,4935,3959,7673,5485,6709,8718,9293,8043
nbis-gene-2334,652,494,432,736,523,510,51746,49638,36523
nbis-gene-2335,376,359,322,528,507,296,96760,102243,75821
nbis-gene-2336,3484,3063,2649,3193,2444,3216,3981,4396,3726
nbis-gene-2337,1114,857,725,1151,667,1172,1617,1649,1371
nbis-gene-2338,161,146,104,384,192,291,181,183,160
nbis-gene-2339,232,143,132,422,228,388,242,261,243
nbis-gene-2340,3822,3379,2649,5237,4177,4790,7510,8260,7520
nbis-gene-2341,3020,2429,1864,2470,2122,1899,2501,3237,2965
nbis-gene-2342,7103,5776,4321,15260,10312,13505,10976,13967,13583
nbis-gene-2343,2807,2057,1959,2341,1641,2078,1363,1738,1759
nbis-gene-2344,2698,1974,1774,3518,2769,2518,2710,3227,3439
nbis-gene-2345,8408,7487,5996,2761,2017,2486,2309,2758,2508
nbis-gene-2346,19952,16763,14155,6847,5181,6063,6088,6868,6408
nbis-gene-2347,5160,4039,4337,3254,2805,2743,3289,3453,3141
nbis-gene-2348,7604,6271,4911,6718,4876,5848,3692,4496,4525
nbis-gene-2349,3010,2493,2281,4081,3407,3487,4809,5116,4817
nbis-gene-2350,2669,2126,1922,3783,2841,3703,5567,6503,5216
nbis-gene-2351,2749,2063,1733,2149,1732,1993,1469,1626,1453
nbis-gene-2352,7054,5400,4392,4819,3453,4717,3128,3539,3467
nbis-gene-2353,1300,1039,850,888,653,696,475,688,723
nbis-gene-2354,507,389,346,625,416,544,374,464,395
nbis-gene-2355,4408,3340,3591,2046,1532,1677,894,1276,1370
nbis-gene-2356,6934,5141,4831,3646,2899,3048,1589,1847,2159
nbis-gene-2357,11391,8700,8391,6702,4983,6428,4180,4938,4849
nbis-gene-2358,602,384,344,657,411,398,366,292,329
nbis-gene-2359,2490,2067,1600,2249,1663,1893,1619,1657,1481
nbis-gene-2360,2559,2064,1824,3961,2922,3463,4016,4386,3935
nbis-gene-2361,1319,1159,1041,1242,859,1018,859,925,958
nbis-gene-2362,12203,12795,11328,4361,3333,4302,4331,4713,4350
nbis-gene-2363,2630,2265,1876,10129,8236,9784,10555,11328,10771
nbis-gene-2364,884,719,754,708,551,515,1211,1507,1450
nbis-gene-2365,352,236,165,706,573,597,756,895,839
nbis-gene-2366,420,339,292,1001,733,852,1108,1288,1176
nbis-gene-2367,612,478,398,796,543,707,554,661,580
nbis-gene-2368,1231,1068,884,7084,5244,6775,14043,10605,8463
nbis-gene-2369,586,425,380,1008,808,840,1554,1364,1244
nbis-gene-2370,4700,3819,3401,4743,3338,4405,3004,3570,3511
nbis-gene-2371,7705,6540,5308,11029,8038,9923,9397,10300,9674
nbis-gene-2372,1231,1082,901,674,534,662,674,726,666
nbis-gene-2373,1424,1161,979,1887,1439,1759,1971,2220,2075
nbis-gene-2374,1549,1379,1182,3232,2488,3004,3377,5006,4482
nbis-gene-2375,258,227,199,448,249,401,1315,1073,820
nbis-gene-2376,2943,2263,2070,2982,2397,2954,2628,2986,3128
nbis-gene-2377,854,705,626,948,652,773,764,837,746
nbis-gene-2378,1241,1032,821,1542,1066,1305,1626,1657,1615
nbis-gene-2379,2991,2183,1769,3806,2616,2634,3670,3793,3555
nbis-gene-2380,12895,10255,8555,10852,8079,8506,15375,15040,12526
nbis-gene-2381,11663,11443,9655,8136,7172,8589,8916,11695,10583
nbis-gene-2382,79,48,55,59,49,26,46,53,35
nbis-gene-2383,12736,11725,10582,7138,5315,6183,2340,3644,3960
nbis-gene-2384,7593,5943,5769,10703,7308,9924,27244,25012,19802
nbis-gene-2385,2259,1930,1542,4615,3720,4292,5345,5711,5235
nbis-gene-2386,10495,8128,6559,22489,15924,20678,32776,32101,25630
nbis-gene-2387,32404,24976,21226,64742,50287,61167,94213,90771,75621
nbis-gene-2388,2060,1738,1181,4943,3829,3409,7610,7222,6304
nbis-gene-2389,426,150,115,226,231,56,105,82,114
nbis-gene-2390,6779,5656,5650,4341,3016,3726,2661,3235,3094
